movie_seq,review_seq,star_score,document,label
8,1,6,신화적이고 매혹적인 화면들 그러나 이해 어려운 알레고리의 반복 무슨 의미인지 이해하기 어렵지만 그리 지루하지 않은게 신기하다 고귀한 출생 시련 도피 복귀후 위업의 완성이라는 전형적인 영웅물의 전형적인 스,0
8,2,8,스스럼없이 자신의 목을 내주고 인류가 목을 내주러 오기까지 앉아서 기다리는 자연의 비정함,1
8,3,6,활극을 생각하고 보러 가면 안돼요 일반관람객보다는 평론가픽 영화,0
8,4,7,한가지 도덕적인 질문 자체에만 집중하여 감상할 때에만 의미를 가지는 영화 인과 관계나 순차적으로 정리되어 흐르는 스토리에 대한 기대를 버리고 봐야 하는 영화 그린나이트의 스토리가 궁금하다면 전작이나 참고 자료를,1
8,5,10,기대 이상의 영상미와 스케일,1
8,6,10,보면 볼수록 곱씹고 빠져들게 만드는 마력,1
8,7,3,평론가만 좋아할 영화 불친절하고 비상업적이며 난해하다 마치 줄거리를 추상적인 과도로 난잡하게 마구 찢어놓고 퍼즐을 맞춰가라 인 줄 알았으나 이도 저도 아니게 된 따라가는 걸 포기했다 그래 지극히 취,0
8,8,8,하도 뜸 들여서 한번 봐준다,1
8,9,2,간만에 꿀잠 잤네 판타지적 연출을 이렇게나 속도감없이 지루하게 하고 전혀 어울리지 않은 음악또한 집중도를 계속 깨뜨리고 평단에서 높게 평가했다지만 나는 별로,0
8,10,1,ㅋ 영화 만들걸 생각해서 점준다 사실 점도 고민했다 안그러면 글을 못쓰니ㅋㅋ,0
8,11,10,명예 기사를 위해 나아가는 가웨인 분위기가 주는 압도적 경험이 대체로 몽환적인 영화,1
8,12,3,이걸 기대한 게 아닌데,0
8,13,10,처음엔 이게 뭔가 싶었는데 어느샌가 매료되어 차 뛰고 있는 나를 발견함,1
8,14,10,이런 큰 스케일 영화는 극장에서 봐야 제맛이지 비주얼팀이 아주 열일했네 영상미 하나로도 이미 대박임,1
8,15,2,최악 돈 시간 아깝 최악 돈 시간 아깝,0
8,16,2,솔직히 무슨 내용인지 모르겠음,0
8,17,8, 영화가 너무 껌껌해서 잘안보임 스토리는 가웨인과 녹색기사라는 옛 신화를 바탕으로 하는데 그 중에 뭔가 개연성이 떨어지는 요소들이 있다 스포라서 노코맨트 조금 더 친절한 떡밥회수가 되었다면 좋았을듯 가웨,1
8,18,10,고스트 스토리를 보고 놀랐는데 그린나이트를 보고 감독 이름을 외웠다,1
8,19,7,호불호가 꽤나 갈릴 작품 묘한 분위기가 신선했으나 개인적으로 어려운 게 더 컸다,1
8,20,8,생사 욕망 명예 초자연적 존재 등등 전설을 토대로 흐릿하지만 묵직하게 들려주는 이야기 품격 있게 감각적이다,1
8,21,10,예술을 체험하는 방법,1
8,22,7,초반부도 흥분 되고 엔딩도 좋았지만 그냥 나같은 평범한 관객은 한번 봐서 디테일들을 이해하기 힘들고 졸린 것도 사실 그래도 영상미와 음악이 좋으니 극장에서 본건 후회 안 함,1
8,23,10,꼭 영화관 스크린으로 봐야하는 영화 웅장하고 고풍스러운 색감과 영상미에 압도된다,1
8,24,9,고스트 스토리에 이은 또 하나의 수작 영화 러닝타임을 채우는 독특한 카메라워크와 색감 영상미 음악과 음향 극장을 찾아가 영화를 봐야 하는 이유,1
8,25,8,놀라운 영상미와 독특한 리듬 강렬한 엔딩 그런데 이상하게 마음을 흔들지는 못한다,1
8,26,6,허무,0
8,27,8,신비하고도 기괴한 느낌,1
8,28,6,재밌는건지 재미없는건지,0
8,29,8,의 행보는 앞으로도 기대된다,1
8,30,10,극장에서 봐서 더더욱 좋았습니다 연출 연기 영사이 뭐하나 빼놓을 것 없는 명작이었어요ㅜㅜㅠㅠ,1
8,31,7,독특하고 기묘한 신화의 재해석,1
8,32,8,영화관에서 봐야하는 영화중에 하나입니다,1
8,33,8,재미는 모르겠지만 영상미가 죽임,1
8,34,8,녹색의 신비함에 빨려들다 보면 어느새 완성되는 설화,1
8,35,6,다시 보고올께요,0
8,36,7,아름다웠다,1
8,37,8,신화를 보는듯한 느낌의 아름다운 영상은 인상적인,1
8,38,10,녹색기사의 성장기,1
8,39,9,이토록 완벽하고 아름다운 고전의 재해석,1
8,40,8,어둡다 하지만 그게 마음에 들어,1
8,41,8,영화가 굉장히 정적이에요,1
8,42,8,지루하다고 생각했는데 잠들기전까지 영화장면들이 잊혀지지 않는다,1
8,43,10,데이빗 로워리의 다음 영화도 너무 기대된다,1
8,44,7,루즈하지만 시각적으로는 좋았다,1
8,45,10,스릴러영화처럼 마음 졸이며 봤다,1
8,46,9,이해하기 어렵지만 관람이 끝나도 계속 생각난다,1
8,47,10,좋은 사유영화 입니다,1
8,48,8,영화의 수준을 온전히 따라가질 못했다 한 번 더 보고 싶어졌다,1
8,49,8,화려한 영상미,1
8,50,7,쉽진 않지만 지루함을 이겨낸다면 볼만한 영화,1
9,0,10,대 성인인데 코코랑 자루도 부자간의 애정 부성애로 눈물이 날것 같았네요 아이들은 우는친구들이 없던데 옆에 보니 다들 성인들만 울더라구요  우는건 나이들어 눈물이 많아진게 아니라 아버지 생각나서 감정이 이입,1
9,1,10,가벼운 마음으로 보러 갔는데 예상치 못한 감동ㅠㅠ,1
9,2,10,조카랑 보러갔는데 오히려 제가 재밌게 보고 왔네요ㅎㅎ포켓몬도 너무 귀여운데 내용이 너무 감동이었어요,1
9,3,10,정성껏 잘 만들었지만 너무나도 아바타와 스토리가 비슷,1
9,4,10,귀여운 포켓몬들이 많이 나와서 보는 재미가 있었어요 작화도 퀄리티 완전 높고 까지 감동적 ㅠㅜ 추석 영화로 완전 추천입니다,1
9,5,10,포켓몬은 못참지ㅜㅜ 감동이다,1
9,6,10,어릴때 참 즐겨봤던 포켓몬스터 나이를 먹고 봐도 여전히 흥미진진하고 즐거운 시간을 선사하네요 뭔가 가슴에 남는 찡함도 있어 참 좋았습니다,1
9,7,10,윽우지가 너무 귀여워요 윽우지 입덕 영화,1
9,8,10,아빠가 된다는건 나자신보다 더 소중한게 생긴거야이부분엣서 눈물나올뻔했습니다,1
9,9,10,이번에 신작 포켓몬 영화 나온다고 해서 보러왔는데 생각외로 재미와 감동 거기에더해 부성애 아빠 자루도의 아들을 아끼고 사랑하는 모습까지 생각외로 재미있습니다 돈 안아깝습니다 ㅎㅎ얼른 보세요 거기에 특전까지 완벽,1
9,10,10,사랑에 관한 이야기뮤츠편 보다 더 좋았다,1
9,11,10,감동 재미 다 있어요포켓몬 시리즈중 탑입니다,1
9,12,10,애랑 보러갔다가 나이먹고 울었음,1
9,13,10,솔직히 이제 포켓몬스터는 아이들이 보는 영화가 아니다 회차를 거듭할수록 재미는 물론 감동까지아들이랑 보러갔지만 내가 더 재미있게 본 느낌왠만한 영화보다 더 재미있으니 추석에 무슨영화봐야할까 고민되는 사람은 ,1
9,14,10,저야 뭐 포켓몬스터 짱구는 못말려 보스베이비 보면서도 우는 사람이라 이번편도 죽죽 울면서 봤습니다만 우리 아들이 이렇게 감수성이 풍부한지 처음 알았네요 초 아들이 펑펑 울면서 봐서 저도 울고 애도 울고 안고,1
9,15,10,포켓몬 역대 최고의 극장판이었음 힐링스토린줄 알고 갔다가 감동받고 나왔다,1
9,16,10,보고 울었다 포켓몬 너무 좋다,1
9,17,10,초 아들이랑 같이 봤습니다 코코와 코코 아빠의 감동씬에서 아이가 많이 울더군요 너무 재밌게 봤다고 합니다 부자간에 좋은 추억을 선물해 주셔서 감사 합니다,1
9,18,10,대 남자 입니다혼자 보러 갔습니다 어른이 된 지금 그때의 어렸을때 마음과 아버지의 마음 어른이 된다는 것에 대한 마음이 교차 했습니다저는 생각해봅니다 어른이 되어 감에 따라 우리들의 어렸을때 누군가가 이야,1
9,19,10,너무 슬퍼요ㅠㅠ 그래도 재미있고 캐릭터도 좋아요엄청기다렸는데 진짜 추천드려요,1
9,20,10,아이들이 완전 감동받은 아주 명작입니다,1
9,21,9,살 살 자녀들과 함께 봤습니다 가족의 사랑 자연보호 용기 등등 메세지도 좋습니다,1
9,22,10,초딩 아이들 구경시켜주러 갔다가 제가 세번이나 눈물 훔치고 왔네요 생각지도 못하게 재미났습니다,1
9,23,10,웃음감동가지전부있다있는영화 너무좋아요,1
9,24,10,일하느라 잠도 못자고 아이데리고 비몽사몽 본 영화 첫평점 남긴 감동이라 이루 말할 수 없는 영화 지금까지 본 영화 중 젤 많이 폭풍눈물 흘린 영화 스토리까지 탄탄하며 내 마음에 부모라는 이름을 다시금 새겨준 영,1
9,25,10,진짜 너무재밌었다 스토리도 잘되있고 감동스러운 장면도있었다 보면서 눈물나왔다 진짜 꼭 보시는거 추천,1
9,26,10,아들과 둘이보러갔는데 기대이상으로 잼있게 보고왔어요 후반부에 살아들 눈물주룩주룩흘리고 저도 눈물닦으면서 봤네요아빠랑 둘이 보게할껄그랬어요잼있게 잘 봤습니다,1
9,27,10,아이들이 꼭 보고 싶다고 해서 데리고 갔다가 감동해서 눈물 흘리고 왔네요 아빠 입장이라 더 그런거 같아요 앞 자리에서 어떤애가 엄마 울어 해서 빵 터졌는데 재밌게 잘 봤네요 자루도 대사가,1
9,28,10,매 년 아이와 보러갔는데 올 해는 정말 최고였어요 가볍게 갔다가 울다 나왔어요ㅜㅜ 부모의 마음을 정말 잘 보여준 거 같아요서로의 마음이 전해지기를 포스터 문구가 영화 보고나니 알겠더라구요 부모 자식간에 흉흉,1
9,29,10,아빠자루도와 코코의 가족애 지우와의 우정 모두 따듯하고 즐겁게 감상했습미다,1
9,30,10,감동적이고 아이 어른 다 재미있게 볼 수 있는 영화였습니다,1
9,31,10,나이가 들었나이거보고 몇몇 장면에서 눈물 글썽거림둘째가 두돌이 안되서 그런가 애 키우는데 왜 내가 뭉클하냐뻔한 이야기와 갑분 로봇에 당황했지만 뻔한거 좋아하는 나는 너무 재밌게 봤습니다 세 아들은,1
9,32,10,아빠 자루도와 코코가 보여주는 사랑에 눈물 잔뜩 흘렸다ㅠㅜ 완전 감동,1
9,33,10,믿고 보는 포켓몬스터 ㅠㅠ 단순한 귀여운 포켓몬들의 이야기가 아니라 언제나 끝엔 찡한 감동이 있다 우정 사랑 이런 메시지는 언제나 마음을 울린다,1
9,34,10,서로를 위한 마음이 있다면 무엇이든 해낼 수 있어 딱 이 메세지 영화네요 ㅋㅋ 애들이랑 같이 봤는데 어른이 봐도 볼만 합니다 애들 특전에 완전 신났네요 ㅋㅋ,1
9,35,10,극장판 시리즈 중 역대급 감동과 모험이다 ㅠㅠㅠ 조카가 졸라서 보러 갔는데 어른인 나도 진짜 재미있고 감동 ㅠㅠ 추석에 가족들 모여 극장 갈 일 있으면 추천입니다 올 추석 최고의 가족 선물,1
9,36,10,포켓몬 덕후 아들이랑 아빠랑 보고 왔어요 세 아이라 감동받진 않은 것 같지만 웃겼던 내용을 조잘조잘 말해주는데 무조건 대만족이예요,1
9,37,10,아빠 자루도가 코코를 잘키웠어요자루도가 멋져요우리 코코가 달라졌어요스토리도 좋고 감동감동끝,1
9,38,10,보다가 눈물 핑돔ㅋㅋㅋ이번건 약간 나이 먹은 사람이 보면 감동먹을 만한 코드가 많음게임 점점 별로여도 요즘엔 극장판은 잘 뽑음부모 자식간의 유대를 느껴보면 극히 공감할 수 있는 작품입니다,1
9,39,10,아이와 재미있게 봤어요 이야기 흐름도 매끄럽고 내용도 감동적이고 좋았았어요,1
9,40,10,진심으로 정말 강추 애니메이션 영화 강추,1
9,41,10,아이들이 보고 펑펑 울었어요ㅠ감동적이였데요,1
9,42,10,눈물 줄줄 까지 너무 감동이였어요ㅠ,1
9,43,10,어제 이것을 보고 포켓몬 소드 실드 샀어요 그정도로 재미있음,1
9,44,9,아이들 영화지만 엄마아빠도 같이 재밌게봤습니다 ,1
9,45,10,어린아이들이 너무 시끄러워서 기분이 안좋았지만 영화 자체는 매우 재밌고 감동적이었습니다 영화보다가 눈물난건 매우 오랜만이네요 개인적으로는 역대 포켓몬 극장판 중 탑급이라고 느껴지네요,1
9,46,10,살 아이랑 같이 보러 갔는데 둘이 펑펑 울고 왔어요 ㅜㅠ 아이때문에 포켓몬 볼만큼 봤는데 제일 감동적이네요 ㅎㅎ,1
9,47,10,살아들이랑 보고왔는데 너무 재밌었어요ㅎ눈물도찔끔나더라구요ㅎㅎ 극장판중에 제일 좋았던거같아요,1
9,48,10,부자지간에 보기 너무 좋아요,1
9,49,10,드디어 국내에서 개봉하고 개봉하고 일날어제보고왔어요 나이먹어도 포기하기싫은 극장판애니하나입니다 앞으로도더 개봉할때마다 볼까합니다갖고싶던 아빠자루도얻고 좋아요끝나고 나서 운동하기 좋아서 운동하면서 걷어서 집에 왔어,1
9,50,10,생각보다 재밌었던 영화배포포켓몬 받으러 성인이 가서눈물 흘리고 나옴어린이 영환데 애들은 명이고 다 성인이더라,1
10,0,8,나 또한 누군가의 사람 사는 냄새에 얼굴 찌푸리진 않았었나,1
10,1,10,누군가는 집을 잃고 모든 재산을 잃는 어마어마한 홍수가누구에게는 그저 그 다음날 미세먼지가 없게 해주는 집의 정원을 운치있게 만들어주는 장치일 뿐,1
10,2,10,시나리오 연출 배우 모두 좋았다소름끼치게,1
10,3,10,자조적인 웃음과 눈물이 난다 영화가 끝나고도 이어지는 씁쓸한 뒷맛,1
10,4,10,부자들도 기쁨과 슬픔과 사랑과 두려움을 느낀다 부자들은 의외로 순진무구하고 그들의 폭력에는 악의가 없다 빈부격차의 폭력성은 이토록 잔혹하다,1
10,5,10,인터폰에 이정은이 등장한 순간부터 장르가 바뀐다,1
10,6,10,특별히 미워하고 증오할만한 악인이 한명도 없기에 더욱 답답하고 우울했던 영화 세상의 불평등 자체가 인간의 본성에 의한 숙명이라고 말하는것 같았기에,1
10,7,10,말이 필요없는 영화 모두 꼭 한번쯤은 봐야할법한 영화입니다 그리고 조여정이 개인적으로 크게 한껀 한것같습니다,1
10,8,10,금방 보고 나왔는데봉준호감독 영화인데 왜 박찬욱감독 영화를 본 느낌이지어쨌든 최고다 봉드로 역시 천재이정은님 연기상 줘야한다 진짜,1
10,9,10,충격과 공포 절대 스포당하지 마세요,1
10,10,10,영화가 끝나고 집으로 돌아왔다 지하철을 타고,1
10,11,10,노플랜 노계획 우리인생은 계획대로 안된다는 말이 와닿았습니다,1
10,12,10,다수의 관객들이 나는 박사장의 계층도 기택의 반지하 계층에도 들지는 않는다고 안도할 수 있을까요 우리는 모두 나보다 낮은 계층의 사람들을 향해 냄새가 난다고 속으로 깔보는 두 얼굴을 가진 건 아,1
10,13,9,인정하기 싫지만 현대의 계급 사회를 조명,1
10,14,10,마지막 기우의 아버지 전 계획을 세웠습니다하는 대사가 오래도록여운에 남을 것 같습니다 계획 없이 사는 아버지와 식구들 그 속에서 나름대로 나은 미래를 계획하는 기우 시대의 초상을 적나라하고,1
10,15,10,가진 자들은 가지지 못한 자들에 대해 예의라는 거리 두기 실은 경멸과 두려움 가지지 못한 자들은 가진 자들에 대한 존경이라는 다가가기 실은 비아냥과 질투 계층간의 불쾌한 술래잡기,1
10,16,9,보는 내내 제목을 너무 잘 지었다는 생각이 들었다 좋았던 영화,1
10,17,10,조조관람 후 내내 가슴이 아프네요 우리의 현실 너무 어려운 질문을 던져주신 봉 감독님,1
10,18,1,이게 계급사회의 현실을 반영한 영화라고 충분히 일 할 수 있는 상황에서 무력하게 걱정만 하고 지내다 사기와 술수로 편안하게 한몫 챙기고자 한 그리고 결국은 아무 잘못 없는 한 가정을 파괴해버린 이 가정의 모습으,0
10,19,8,근데이게왜세ㄷㄷ걸어야됨,1
10,20,10,누구나 기분나쁜영화,1
10,21,6,영화제는 충격을 좋아하는 것 같다 재밌고 신선하긴 한데 설국열차 못지않게 가슴을 많이 짓누른다 빈부격차에 대한 표현이 너무 우울하고 극단적이라 불편했다,0
10,22,10,그럼에도 계획을 세우게 만드는 영화,1
10,23,8,영화 보고 나서 내가 기생충인가 생각했음 재미보다는 씁쓸한 기분,1
10,24,10,뭔가 처음보는 선물 상자에서 생각지도 못한 멋진 물건들이 계속계속 짜잔 짜잔 하면서 나오는 느낌이랄까그냥 미쳤다라는 말밖에 안나온다꼭 보세요미쳤다 진짜 와,1
10,25,10,정말 충격적인 영화 정말 장르가 봉준호라는 말이 딱이다,1
10,26,10,오묘한 영화 세 관람이여야할듯,1
10,27,10,왜 상 받았는지 알 수 있는영화 가볍게 오락성으로 볼만한 영화는 아닌듯합니다,1
10,28,9,왜 칸느가 손을 들어줬는지 충분히 이해가 되는 영화 작년 어느가족 보다 ㅤㅊㅝㄹ씬 메시지와 퀄리티 연출력이 출중하다 봉준호 감독만이 펼칠수 있는 봉준호 감독만의 스타일이라 할수 있음 반전도 좋고 특히 ,1
10,29,6,정말로 그들에게 계급 상승의 사다리는 없었는가 가능성은 있었지만 그들이 스스로 발로 걷어차버린게 아닌가 정당한 노력이 아닌 부당한 방법으로 자리를 차지하고 기생하는 것 계층의 사다리는 그런 자들에게 내려오지 않,0
10,30,6,등급조정 진짜 필요해보임,0
10,31,2,야한장면과 잔인한 장면이 많은데 어째서 금이 아닌건가요 금이란 사실에 놀랐습니다,0
10,32,8,등급조정이 필요합니다세에게 마약 욕 약간의 금 흉기 넘 자극적입니다,1
10,33,10,똥구정물이 역류하는 변기 뚜껑 위로 눌러 앉아 담배를 찾아 피우는 박소담의 표정이 내내 잊혀지지 않음,1
10,34,6,봉준호의 선민의식이 잔뜩 들어간 영화 조부그리고 부모까지 대대로 금수저 감독이 가난을 우아하게 희화하며 조롱한 영화,0
10,35,2,보고나서 기뷴이 안좋다 꼭 가난을 그렇게 표현해야 했을까,0
10,36,2,그냥 가난한 사람들이 범죄 저지른 영화인데 빈부격차니 뭐니 잘 이해하기 힘들었다 장면 하나하나 서로 결부시켜 이해하려했는데그냥 영화를 보는 내내 불쾌함이라던가 슬픔이라던가 신기하게도 하나도 느껴지지않았다,0
10,37,1,등급조정이 필요할듯 말로 형용할 수 없는 불쾌함이 남는 영화,0
10,38,2,노력하지 않고 남을 속이려는 사람들이 가난한 사람들로 그려져서 싫었다 실제로는 부자들이 더 그런것 같은데 말이다 가난해도 열심히 노력하며 행복하게 사는 사람들이 더 많다 그런 사람들이 영화의 주인공이어야지 ,0
10,39,10,한치의 희망도 없는 영화가 내 현실로 녹아들다,1
10,40,1,계급에대한 불편함이 아니라 민폐가족 보기 짜증나서 뛰쳐나가고 싶었음 절대 절대 두번은 보기 싫은 영화,0
10,41,8,딸과 같이 봤는데 뇌를 씻고 싶다는 충격적인 이야기에 할 말을 잃었다 청소년 관람가는 조정이 필요할 듯 보인다,1
10,42,8,이건 세다 아들과봤음 클날뻔,1
10,43,8,봉감독에게 박찬욱의 냄새가 난다,1
10,44,2,기분나빠지는 영화 우울해지는영화,0
10,45,10,이제껏 쌓아 왔던 봉준호 감독의 필모그래피가 폭발하는 영화,1
10,46,10,피자박스 접을 때가 행복했다,1
10,47,6,음 상을 탈 만한 작품인가,0
10,48,1,본 영화 중에 최악이다작위적으로 만든 빈자들의 삶너무 인공적이여서 감정이입이 안되엇음,0
10,49,1,별로였음 취향이아님 잔인하고 찝찝 불쾌,0
10,50,6,저는 별로엿습니다,0
11,0,10,지금 겨울왕국을 볼 때가 아닙니다,1
11,1,10,여주 이 영화는 너무 노잼 입니다 우웩,1
11,2,10,번역은 역시 갓석희추리소설 보는 느낌이고너무 몰입감있게 봤어요역시 인성이 ㅤㅊㅚㄱ오인것을 다시 한번 생각한 작품,1
11,3,10,이 영화가 시간 분짜리였다니,1
11,4,10,본능 적으로 친절하고 착한 사람은 거짓과 악의에 놀아나지 않지,1
11,5,10,너무 재밌게 봤어요 스토리 예상가나 싶었는데 그래도 놀라는 반전이있는 ㅎㅎ 다니엘 크레이그보다 난 크리스 에반스가 더 멋짐 캡틴과는 다른 매력에 너무 놀랐음,1
11,6,8,명료한 주제 미국사회를 집 한채에 담은 코믹 풍자극,1
11,7,10,지금 극장에서 하는것중에 제일 재밌네,1
11,8,9,뻔한건 같지만 뻔하지 않은 현대스타일로 변주한 고전 추리 소설,1
11,9,10,소품 예쁘고 크리스에반스도 예쁘고,1
11,10,7,클리셰를 영리하게 피해가는 레트로 추리극,1
11,11,10,스크린독점에 밀린 불운의 명작,1
11,12,8,간만에 쫄깃한 추리 수사극을 볼수 있었습니다명 배우들의 연기에 시간 가는 줄 몰랐네요올해 본 영화중 가장 만족도 높은 영화였습니다,1
11,13,9,탐정에게서 인간미가 느껴졌습니다 그리고 착한 사람은 그 댓가를 받는다는 것도 좋았어요,1
11,14,9,등장인물 이름 얼굴 익히느라 초반은 신경쓰느라 늘어졌지만 뒤로갈수록 시간가는 줄 모르고 봤다 최근들에 정말 재밌게 본 영화 중 하나,1
11,15,9,연출 연기 스토리 영상미 모두 수준급 영화대저택 살인 사건이니만큼 실내의 미쟝센도 훌륭하다추리 장르 영화가 가져야 할 분위기를 잘 살렸다시간 남짓의 러닝타임이 짧게 느껴질 정도로 몰입감도 훌륭추리외에 중요한 드라마,1
11,16,10,방금 봤는데 스토리 연기 다 최고다,1
11,17,10,품격있는 스릴러 영상미 음악도 훌륭했음,1
11,18,10,피 한 방울로 만들어진 작은 구멍,1
11,19,10,오랜만에 점 준다,1
11,20,8,보는 내내 몰입이 잘 되었고 마지막에 살짝 반전도 있고 코믹포인트가 있어 요근래 들어 볼만한 영화였다고 생각합니다,1
11,21,9,클래식한데 진부하진 않아요 재미있어요,1
11,22,10,한 편의 추리소설을 읽은 기분이다    ,1
11,23,10,재밌습니다 상영관 수가 아쉬울뿐ㅠㅠ,1
11,24,10,초반에 좀 지루하다 생각했는데 갈수록 너무 재밌음,1
11,25,7,오랜만에 매력적인 추리물 잘 보고 왔습니다,1
11,26,10,그냥 재밌다 졸라 재밌다 ㅋㅋ,1
11,27,10,결국 착한 선택이 선한사람을 만듦,1
11,28,10,처음부터 끝까지 시간 가는 줄 모르고 봄 시리즈 제작 논의중이라는데 이거 꼭 보세요들 진짜 ㅠ,1
11,29,9,추리소설 본거같은느낌,1
11,30,10,재밌음 왜 흥행 안 했지,1
11,31,10,캡틴 아메리카로만 알다가 여기서 보니까 완전 딴사람이더군,1
11,32,10,정말 재밌네요 유명한 배우들이 워낙 많이 나와서 본건데 스토리가 너무 탄탄하고 지루한 부분이 없어서 시간 가는줄 모르고 봤습니다 반전이 있으니 스포당하지 말고 얼른 가서 보세요,1
11,33,10,간만에 너무 탄탄한 스토리우아끝까지 반전우리나라도 이제 조폭과 욕빼고 좀 ,1
11,34,10,간만에 퀄리티 높은 추리영화 등장 소설책 한권 읽는 느낌이었어요,1
11,35,9,재밌게 잘 봤습니다,1
11,36,9,오랜만에 흥미진진한 재밌는 영화 본 것 같아요 영화시간이 긴데 그렇게 안느껴졌어요,1
11,37,8,한번쯤볼만한영화 나름 스토리 짜임새있게 잘만들었다고생각,1
11,38,9,꿀잼입니다 스토리탄탄,1
11,39,10,정말 이런게 영화고 이런게 시나리오지 정말 반전의 반전 탄탄한 스토리 뻔하지 않은 결말 정말 정말 너무 좋았음술 마시고나서 보려는거 마시기 전에 봤는데 제정신에 보기를 너무 잘했음 하나하나 복선이나 그런것들 ,1
11,40,10,안 보면 손해인 고품격 스릴러,1
11,41,8,기대가 넘 컸었는지그래도 고택의 분위기는 좋았어요,1
11,42,8,영화보다가 핸드폰을 켜서 시간을 봤다 너무 재밌어서 시간이 안갔으면 했다,1
11,43,8,기대 없이 봤는데 생각보다 몰입감이 있었어요 연출이 쫀쫀하고 배우들 보는 재미가 있어요,1
11,44,10,ㅎㅎ재밌어요 웃기고 스릴있고배우들 연기력도 최고 ㅋㅋㅋ마지막에 나름 카타르시스,1
11,45,9,진짜 시간 가는 줄 모름ㅜ ㅜ 추리 좋아하는 사람한테는 완전 잘 맞는 영화,1
11,46,8,추리영화의 색다른 전개가 인상적,1
11,47,10,기대안하고 봤는데 너무 재밌게 본 추리영화,1
11,48,10,추리 영화의 단점은 스포 없이 재밌음을 설명하기 어렵다는 부분인 것 같아요 정말 재밌어요,1
11,49,10,간만에 영화다운 영화를 보았습니다 지루할 시간도 없이 휙하고 지나가네요 잘봤습니다 감사합니다,1
11,50,7,작고 귀여운 현다이로 추격신을 완성해보자,1
12,0,10,진심으로 배경이 놀라웠다 영화를 보면서 내가 그안에 있는 기분을 느껴보았다 그리고 배우들이 더빙했는데 몰입감이 장난아니였다 특히 나는 타키목소리도 좋았지만 미츠하의 목소리는 진짜 캐릭터하고 잘어울렸다마지막으로 레,1
12,1,7,남주 여주가 서로 빠져드는 과정이 많이 생략되어있는것 같아요,1
12,2,10,뛰어난 작화와 좋은  정말 만족스러웠습니다,1
12,3,10,정말 정말 재밌었습니다,1
12,4,10,진짜 너무좋음 또보러 갈거,1
12,5,10,내인생 최고의 극장 애니메이션,1
12,6,9,눈부신 경험이다 서로를 알아본다는 것은,1
12,7,10,구름의 저편 약속의 장소 초속  별을 쫓는 아이 언어의 정원 이 모두를 긁어 모아 포텐 터뜨린 신카이 마코토의 역작 중간 중간 숨어있는 전작들의 흔적에 감독의 독함을 제대로 느낄 수 있음 일본 장편애니,1
12,8,10,마음이 풋풋해지는 스토리 미친듯한 작화 영화와 너무 어울리는 삽입곡 괜시리 청춘에 나도 물들여지는 느낌 영화관 나오자마자 아 한번 더 보고싶다라고 생각했음,1
12,9,9,바뀐후의 이야기가 쪼끔 만더길었으면하는 아쉬움이살짝,1
12,10,10,드디어 평점을 쓸수 있게 ㅤㄷㅚㅆ네요 월 일날 보고왔고 오늘 다시 보러 갑니다 일 지났는데 영화를 볼 때 느꼈던 감정들과 여운이 사라지지를 않네요 스토리는 호불호좀 갈릴 수 있지만 전 정말 재미있었고 영상미 ,1
12,11,8,분만 분량이 늘었으면 좋았을텐데,1
12,12,10,꿀잼이다 일본에서 만명이 봤다고 해서 뭐가 그리 대단한거지 하는 궁금증에 너무 기대하면 실망할 것 같아서 아무 생각없이 보고 왔는데 꿀잼이다 또 보러 갈 의향도 있다,1
12,13,10,센과치히로와 하울 다음으로 이런 애니메이션 영화는 처음,1
12,14,10,두번 보아도 표값이 아깝지 않은 영화,1
12,15,8,후반부 집중도가 좋았어요,1
12,16,5,사랑에 빠지는 전개의 설명이 약간 부족합니다,0
12,17,10,개봉 후 한번 더 보러가고 싶은 영화 개봉했으니 보러가야지,1
12,18,9,선정 올해의 영화 위입니다,1
12,19,9,아무기대도 안하고 가서 봐서인지 볼만하네요 맨날 부수고 전쟁하는 영화들 속에서 가끔은 이런거 봐줘야죠,1
12,20,10,국내 년 상반기 최고의 영화,1
12,21,10,이건 진짜다,1
12,22,8,시간을 초월하는 간절한 사랑 지금 우리가 갈구하는 지점을 정확히 꿰뚫고 지나간 혜성의 조각,1
12,23,10,년 첫영화가 이것이라는 것에 너무 좋다,1
12,24,10,마코토의 작품 엔딩이 만족스러운 적은 거의 없었지만 너의 이름은 은 예외였다 애절함 안타까움이 주였지만 묘한 행복함도 있었기에 매우 만족 스러움,1
12,25,10,아 진짜 잘봤습니다 점 아깝지 않아요,1
12,26,10,진짜 재미있네요 미쳤다고밖에 이야기가 안나옵니다 이런걸 극장에서 내돈주고 본다는사실이 너무 감사하더라고요 꼭보세요 두번보세요,1
12,27,10,최고다 기대이상임 다시볼 생각이다,1
12,28,10,잔잔한 그러면서 울컥하게하는근래 최고의 영화,1
12,29,10,끝나고나서 원작사러갔습니다,1
12,30,10,나의 이름을 물어볼 그 사람을 꿈꾸게 하는 영화,1
12,31,9,마코토감독이 색깔을 살짝 버린 느낌대중과의 타협인듯 좋음,1
12,32,10,아니 완전 재미있기만 한데 진부한 스토리 부족한 개연성 이런거 따지쉬는 분들이 생각하는 명작은 대체 어떤건지 꼭좀 적어주세요 그것좀 보러가게이거보다 더 명작이면 지갑을 탈탈 털어불랑게,1
